,ID,縣市,土地面積,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,主建物面積,陽台面積,附屬建物面積,經度,緯度,站點級別,與大眾交通最短距,與國小最短距,國小總人數,與國中最短距,國中總人數,與高中最短距,高中總人數,與大學最短距,大學總人數,與atm最短距,與post最短距,與bank最短距,與腳踏車站最短距,與醫療機構最短距,與便利超商最短距,<0.5的超商數量,<0.5公車站數,與政府最短距,縣市_區域,與百貨最短距,與高鐵最短距,人口密度,老化指數,平均收入
2643,PU-2644,1,0.4747454626554041,4,4,2,1,1,50.333333333333336,-0.6717038338027231,-0.8193256863726953,0.0,0.0751074489521433,-1.6420771089734696,-0.4384519028208025,121.49002860292065,25.07201773126149,2.0,0.59,0.15,243.0,0.24,207.0,0.24,257.0,6.19,1556.0,0.14,0.24,0.3,0.12,0.12,0.14,19.0,69.0,7.14,60,6.75,3.8,1946.61,147.86,0.005073707
2644,PU-2645,1,-0.8563053014759011,7,18,2,4,0,26.166666666666668,-0.7113469715292194,0.0812945600651713,1.0,-0.8465524235367016,-0.3623267834072459,0.4049302580465015,121.66608292235291,25.072262057862844,2.0,0.52,0.43,239.0,0.89,373.0,0.7,46.0,9.86,127.0,0.01,0.28,0.34,0.16,0.05,0.01,14.0,104.0,21.35,71,21.0,15.27,1946.61,147.86,0.005073707
2645,PU-2646,6,-0.2656084146908005,9,15,10,4,0,9.666666666666666,0.083239397684465,0.0859289695665669,1.0,-0.3418743349792738,0.2485407053296981,-0.0498555654085255,120.34708850864914,22.63515625046681,4.0,0.49,0.58,106.0,0.54,450.0,0.62,648.0,1.77,14.0,0.03,0.72,0.33,0.18,0.16,0.03,6.0,53.0,3.94,120,5.94,7.05,924.21,161.78,0.004997252
2646,PU-2647,5,1.247953219252778,6,12,4,4,0,9.25,0.4044062670918759,0.7378359060962061,1.0,0.2513487321198999,-0.2241137482460937,0.2063617999182502,121.29910669665838,25.05688830132785,2.0,3.03,0.78,339.0,0.25,518.0,0.54,429.0,5.87,216.0,0.09,0.91,0.21,0.43,0.15,0.11,9.0,46.0,7.11,92,7.6,9.88,1868.59,101.89,0.005368094
2647,PU-2648,4,-0.1103035370601828,6,15,2,4,0,14.666666666666666,0.7267222129551274,0.1600795215888955,1.0,0.3506435802609634,0.6921874848593224,1.0198519348307644,120.61394609836776,24.190185221780965,3.0,7.2,0.51,49.0,0.2,494.0,0.85,447.0,1.5,253.0,0.06,0.17,0.49,0.05,0.05,0.13,12.0,68.0,4.58,15,4.08,8.67,1270.7,111.76,0.005039031
2648,PU-2649,6,0.0291151560898035,16,18,2,4,0,7.5,1.589104093063399,0.7393807092633382,1.0,1.3113424528736453,0.6307594692321437,-0.4384519028208025,120.29173508862486,22.659484700053955,4.0,0.86,0.4,288.0,0.29,421.0,0.75,180.0,2.49,319.0,0.06,0.63,0.17,0.07,0.12,0.06,8.0,64.0,4.81,122,1.66,3.65,924.21,161.78,0.004997252
2649,PU-2650,1,0.13267577473888,4,5,2,4,1,33.166666666666664,-0.686067289500729,-0.8193256863726953,0.0,-0.165067269201027,-0.3367317768959214,-0.4384519028208025,121.4723244412642,25.09254178479332,2.0,0.78,0.94,372.0,0.65,444.0,0.65,452.0,5.94,3550.0,0.06,0.43,0.54,0.19,0.09,0.06,14.0,34.0,8.98,76,8.66,6.69,1946.61,147.86,0.005073707
2650,PU-2651,1,-1.5346766224294468,21,33,2,5,0,22.25,-1.5300639463155534,-0.8193256863726953,0.0,-1.745580991605931,-0.7820848901929673,-0.4384519028208025,121.46018979836764,25.15349214401424,2.0,0.15,0.64,140.0,0.85,158.0,0.85,210.0,2.63,374.0,0.06,0.17,1.75,0.11,0.33,0.06,5.0,107.0,15.74,73,15.44,13.05,1946.61,147.86,0.005073707
2651,PU-2652,1,0.6199562442468917,5,5,2,4,1,29.166666666666668,0.1470131409836109,-0.8193256863726953,0.0,0.1036794707819081,-0.2821290963384293,0.2426592600062103,121.44112192383982,25.094524712254707,2.0,2.4,1.11,188.0,1.45,342.0,3.39,452.0,3.74,3550.0,0.18,1.26,0.68,0.41,0.55,0.17,3.0,4.0,9.48,62,9.25,9.22,1946.61,147.86,0.005073707
2652,PU-2653,4,0.3554668944596821,15,25,10,4,0,3.9166666666666665,1.0450163912229375,0.629699684396977,0.0,0.4442806022971226,0.4993717691406781,2.136532618713296,120.59879082194357,24.10720335263532,3.0,1.17,0.58,61.0,1.9,96.0,2.99,8.0,3.58,239.0,0.21,2.64,0.2,0.13,0.13,0.21,8.0,13.0,7.8,12,7.92,1.86,1270.7,111.76,0.005039031
2653,PU-2654,5,-0.7602431541701786,8,14,2,4,0,17.416666666666668,-0.1793245724750824,0.1585347184217637,1.0,-0.1124494864254207,-0.7360138784725834,-0.2099914187377605,121.25713675585992,24.96398431996733,3.0,0.99,0.68,178.0,1.15,801.0,1.56,689.0,1.25,261.0,0.05,0.3,0.31,0.29,0.06,0.13,13.0,44.0,5.48,84,6.41,6.96,1868.59,101.89,0.005368094
2654,PU-2655,5,0.5019033877130644,14,15,2,4,0,6.75,0.3664867440491401,2.702825534687915,2.0,0.0451209705961526,-0.2258200820135153,0.7508237012376489,121.29434949044304,25.007152055822427,1.0,2.79,0.32,202.0,0.78,626.0,1.65,0.0,2.51,216.0,0.13,0.97,0.1,0.32,0.31,0.11,7.0,58.0,1.71,90,2.75,8.12,1868.59,101.89,0.005368094
2655,PU-2656,1,-0.3572483865889041,2,15,10,4,0,12.416666666666666,-0.1666847314608372,-0.3157198538877133,1.0,-0.46691229189765,-0.0432423688994009,0.9130946992779408,121.3843166314278,24.94614133330272,3.0,3.03,0.34,248.0,0.34,224.0,0.83,220.0,1.39,212.0,0.23,1.13,0.4,0.16,0.24,0.23,8.0,148.0,10.93,69,11.34,11.01,1946.61,147.86,0.005073707
2656,PU-2657,3,1.3174823141127872,7,15,2,4,0,16.0,1.3793976398725136,2.5066355324621714,2.0,1.1820611263765912,1.7159877453123014,1.0860414208735143,121.0187264132574,24.81925235226262,3.0,2.38,0.43,319.0,0.14,518.0,1.34,244.0,5.74,654.0,0.18,0.19,0.48,2.16,0.04,0.19,8.0,5.0,1.16,82,4.49,2.64,406.65,86.71,0.006554591
2657,PU-2658,4,-0.4833284528300401,10,14,2,4,0,27.25,0.4963323835591133,-0.8193256863726953,1.0,0.4366425370555025,0.2041760273767358,0.4027951133354451,120.66136420158126,24.132925884483207,4.0,0.69,0.32,310.0,0.4,302.0,1.7,675.0,1.59,178.0,0.15,0.78,0.67,0.07,0.05,0.15,9.0,43.0,3.55,14,2.5,5.12,1270.7,111.76,0.005039031
2658,PU-2659,4,-0.0223647337097604,2,7,2,4,2,28.666666666666668,0.3503996736673737,-0.8193256863726953,0.0,0.1198042751808841,2.019715155913352,-0.4384519028208025,120.66903077072398,24.13975079849747,4.0,1.23,0.08,62.0,0.82,369.0,0.98,675.0,0.52,106.0,0.29,0.45,0.36,0.15,0.04,0.12,12.0,39.0,3.34,14,1.89,6.17,1270.7,111.76,0.005039031
2659,PU-2660,6,1.3055616673618142,10,15,2,4,0,9.166666666666666,2.1894965412400444,0.5339218880348023,1.0,1.5073861274085654,1.6972180738706637,1.671071071702986,120.30051724718804,22.68717506983869,1.0,0.64,0.74,59.0,1.02,90.0,0.81,476.0,2.67,221.0,0.39,0.79,0.53,0.21,0.53,0.39,1.0,42.0,7.5,114,1.04,0.89,924.21,161.78,0.004997252
2660,PU-2661,6,-0.8774788695960766,8,15,2,4,0,13.0,-0.771673485460844,-0.8193256863726953,0.0,-1.0451421198188284,-0.6762921966128261,-0.1715588139387442,120.2851770889294,22.650063722703603,4.0,0.49,0.64,61.0,0.64,33.0,0.64,205.0,2.65,319.0,0.08,0.62,0.84,0.16,0.15,0.08,6.0,46.0,4.29,122,2.89,4.89,924.21,161.78,0.004997252
2661,PU-2662,1,0.9342671680558082,10,14,10,4,0,12.5,1.2248468565619706,0.4613161391796055,1.0,1.3732956487223429,1.0402795734133354,-0.4384519028208025,121.3748080012568,24.945380091873965,2.0,2.2,0.54,276.0,0.36,132.0,0.36,220.0,0.44,212.0,0.12,0.31,0.26,0.07,0.07,0.1,15.0,193.0,11.72,58,12.12,11.78,1946.61,147.86,0.005073707
2662,PU-2663,1,-0.8899522882730018,10,13,2,4,0,17.0,-0.391903716805569,0.4118824378313865,1.0,-0.4954843137274148,-1.1557719852583048,0.1615237609860645,121.43303766434336,25.053894878157568,2.0,2.36,0.5,188.0,0.3,460.0,0.55,498.0,1.8,37.0,0.04,0.28,0.31,0.17,0.15,0.01,11.0,141.0,5.65,72,5.56,5.41,1946.61,147.86,0.005073707
2663,PU-2664,3,-0.0009748635316035,11,11,2,4,0,25.0,-0.1264670555064206,0.1956099944329281,1.0,-0.1582778778751424,0.1888190234699411,-0.3295595225569228,121.05516896148958,24.771725683111768,5.0,0.7,0.45,215.0,0.79,261.0,5.45,502.0,3.58,262.0,0.1,0.63,0.58,3.03,0.46,0.1,3.0,0.0,7.6,83,9.17,4.2,406.65,86.71,0.006554591
2664,PU-2665,1,-1.0960641159672415,2,14,2,4,0,25.33333333333333,-0.5797777173354858,-0.8193256863726953,0.0,-0.4239128135003804,0.1683430182608813,-0.4384519028208025,121.53494248698314,24.97847603477305,2.0,0.8,0.35,222.0,0.84,278.0,0.44,545.0,0.25,4272.0,0.1,0.54,0.34,0.1,0.12,0.1,14.0,145.0,7.99,65,7.91,7.94,1946.61,147.86,0.005073707
2665,PU-2666,1,-0.2100187857895907,5,5,2,4,1,42.083333333333336,-0.8567051431930386,-0.8193256863726953,0.0,-0.5942133792579877,0.5795694562094946,-0.4384519028208025,121.629703594102,25.07007357063292,2.0,1.85,0.26,166.0,1.12,177.0,1.12,114.0,7.84,127.0,0.07,0.25,0.24,0.15,0.05,0.07,12.0,114.0,17.82,71,17.46,11.63,1946.61,147.86,0.005073707
2666,PU-2667,1,-0.0195768405180006,11,13,2,4,0,15.0,0.1901035080776282,0.6436029129011638,1.0,0.0434236227646817,-0.5141904887077711,0.5244983618656636,121.49637088238804,25.08389565555999,2.0,1.27,0.65,266.0,0.22,317.0,0.77,551.0,7.66,1556.0,0.08,0.32,0.46,0.27,0.3,0.08,12.0,40.0,8.6,60,8.21,4.5,1946.61,147.86,0.005073707
2667,PU-2668,1,0.3398691127230264,2,4,2,1,1,44.833333333333336,-0.928522421683068,-0.8193256863726953,0.0,-0.7056725535245945,0.5420301133262189,-0.4384519028208025,121.47554916542038,25.003306537887447,2.0,1.04,0.66,223.0,0.53,274.0,0.83,380.0,2.24,1556.0,0.03,0.37,0.32,0.03,0.11,0.03,16.0,64.0,1.45,61,1.51,1.68,1946.61,147.86,0.005073707
2668,PU-2669,1,-0.3428042158281487,9,10,2,4,2,10.416666666666666,-0.5056622859337755,0.6466925192354274,1.0,-0.8714468583982786,-0.3810964548488839,0.7444182671044798,121.46095208196267,25.155737747097582,2.0,0.29,0.89,140.0,1.09,158.0,1.09,210.0,2.46,374.0,0.14,0.16,1.99,0.3,0.17,0.16,5.0,84.0,15.98,73,15.68,13.24,1946.61,147.86,0.005073707
2669,PU-2670,1,-1.0255015779413217,13,14,10,4,0,4.083333333333333,-1.1479960247485974,0.1013770012378854,1.0,-1.4298742949522931,-1.0841059670265962,-0.0519907101195821,121.49813335376255,25.056417310785765,2.0,0.76,0.15,48.0,0.69,181.0,0.69,427.0,5.15,1556.0,0.12,0.57,0.47,0.14,0.17,0.12,11.0,7.0,5.97,60,5.56,2.11,1946.61,147.86,0.005073707
2670,PU-2671,1,-0.4479991166930841,4,18,10,4,0,1.0833333333333333,0.0246364984366007,1.6013808765229085,1.0,-0.4406034005098471,-0.1405033936424337,0.3558219296922026,121.44582608589384,25.052042386266702,2.0,1.46,0.17,529.0,0.26,629.0,1.74,498.0,2.41,427.0,0.12,0.51,0.15,0.08,0.1,0.12,19.0,119.0,4.84,66,4.68,4.6,1946.61,147.86,0.005073707
2671,PU-2672,0,-1.307343159491036,7,10,4,4,2,15.333333333333334,-1.6817420384864954,-0.8193256863726953,0.0,-1.8440271658312584,-1.6420771089734696,-0.088288170207542,121.55106564492203,25.04463832201117,1.0,0.35,0.58,449.0,0.64,315.0,0.64,148.0,1.59,750.0,0.13,0.45,0.13,0.12,0.15,0.03,37.0,150.0,1.56,26,0.89,3.46,9126.87,166.1,0.006299707
2672,PU-2673,1,0.3057895218099629,4,10,10,4,2,9.333333333333334,1.110513749205844,0.0318608587169522,1.0,1.0216617563025658,-0.5875628407069013,1.3507993650445165,121.3903239086712,25.07668299898852,2.0,6.2,0.28,204.0,0.28,247.0,0.28,91.0,0.85,65.0,0.04,0.19,0.2,0.22,0.13,0.12,10.0,245.0,10.39,68,10.38,10.16,1946.61,147.86,0.005073707
2673,PU-2674,1,-0.4143521298959834,2,15,10,4,0,13.0,-0.2591853861559949,-0.3157198538877133,1.0,-0.5299970529673286,-0.1558603975492284,0.7252019647049714,121.38376210032784,24.94614276260104,2.0,3.01,0.32,248.0,0.32,224.0,0.77,220.0,1.33,212.0,0.2,1.15,0.34,0.11,0.19,0.2,8.0,159.0,10.98,69,11.38,11.05,1946.61,147.86,0.005073707
2674,PU-2675,1,-0.6729292234317024,13,17,10,4,0,0.0833333333333333,-0.9354168804181108,-0.2353900891968572,1.0,-1.247409403069143,-0.7803785564255458,0.0206042100563378,121.49476500133514,25.007360703364,2.0,0.54,1.06,450.0,1.1,945.0,1.1,547.0,3.17,35.0,0.16,0.54,0.52,0.16,0.4,0.14,9.0,7.0,3.06,61,2.87,3.21,1946.61,147.86,0.005073707
2675,PU-2676,5,0.0900642693165517,5,8,2,4,2,30.5,0.1619511349095367,0.0720257410623801,1.0,0.2159873189642505,1.2774599670849418,-0.3445055355343177,121.259625642114,24.96069367562948,3.0,1.36,0.79,228.0,1.58,801.0,1.91,414.0,1.32,261.0,0.16,0.66,0.5,0.29,0.22,0.14,7.0,35.0,5.51,84,6.36,7.4,1868.59,101.89,0.005368094
2676,PU-2677,5,-0.524618112342482,5,13,2,4,0,14.916666666666666,-0.8084439320477388,0.1121906234078082,1.0,-0.8666377062091105,-1.1148199748401857,-0.2142617081598735,121.30327624465124,25.02337600143501,1.0,3.93,0.56,211.0,0.2,119.0,3.29,429.0,3.63,216.0,0.07,0.16,0.07,0.19,0.24,0.13,9.0,67.0,3.39,90,3.87,9.08,1868.59,101.89,0.005368094
2677,PU-2678,12,-0.2522697877819498,4,4,2,4,1,43.5,-1.3238047224921894,-0.8193256863726953,0.0,-0.9868665109383185,-1.6420771089734696,-0.4384519028208025,121.74283961425556,25.122588760592624,4.0,0.1,0.41,19.0,0.75,425.0,1.07,160.0,1.74,63.0,0.11,0.35,0.29,6.59,0.16,0.12,7.0,0.0,1.11,45,20.09,15.7,2723.18,196.12,0.004434616
2678,PU-2679,0,1.3471637631802291,5,6,2,4,2,51.0,0.7543000478952986,-0.8193256863726953,0.0,1.8943814329839923,1.381546326897661,-0.4384519028208025,121.53947234812092,25.042739836342367,0.0,0.57,0.36,45.0,0.32,92.0,0.68,765.0,0.4,750.0,0.03,0.19,0.1,0.14,0.03,0.03,13.0,86.0,2.58,26,0.39,2.35,9126.87,166.1,0.006299707
2679,PU-2680,7,-0.6275778919416101,5,9,10,0,2,16.333333333333332,-0.8337236140762294,-0.8193256863726953,0.0,-1.0689049894594247,-0.6984745355893074,-0.4384519028208025,120.21058842315168,22.993561829839027,1.0,0.45,0.74,88.0,0.89,17.0,0.55,721.0,0.39,99.0,0.1,0.12,0.12,0.48,0.08,0.09,11.0,142.0,2.63,30,0.52,10.84,845.48,156.53,0.00456428
2680,PU-2681,1,-0.1650279577294674,3,5,2,4,1,39.333333333333336,-0.4717645304864816,-0.8193256863726953,0.0,0.2411646451310728,-0.6831175316825127,-0.4384519028208025,121.4625030303321,24.99306456113307,2.0,1.17,0.15,279.0,1.19,215.0,0.58,307.0,0.97,51.0,0.05,0.34,0.66,0.07,0.08,0.05,14.0,78.0,2.12,67,2.47,2.34,1946.61,147.86,0.005073707
2681,PU-2682,0,0.7300539917594047,5,11,2,4,0,33.0,1.559228105211547,-0.8193256863726953,0.0,1.9240850200347368,0.8867095343453885,1.1863932222931683,121.56346961957844,25.033017830777933,1.0,0.03,0.16,133.0,0.2,0.0,0.2,0.0,0.87,581.0,0.03,0.12,0.08,0.03,0.05,0.12,15.0,159.0,0.53,20,0.56,4.93,9126.87,166.1,0.006299707
2682,PU-2683,1,1.016317748716738,4,7,2,4,2,28.33333333333333,1.9056746566474485,-0.8193256863726953,0.0,2.427914434676429,1.7808284284743232,-0.4384519028208025,121.46244874536424,25.00238182719812,2.0,0.75,0.13,448.0,1.09,215.0,0.67,307.0,1.23,51.0,0.05,0.2,0.06,0.22,0.01,0.06,16.0,94.0,1.1,67,1.47,1.3,1946.61,147.86,0.005073707
2683,PU-2684,4,-0.7748315263029215,11,13,2,4,0,23.08333333333333,-0.3488133497115513,-0.8193256863726953,0.0,-0.2991577478872496,0.0523123220762104,-0.1672885245166313,120.62202565342707,24.18074283991379,4.0,7.32,0.51,277.0,0.92,243.0,1.68,252.0,1.78,253.0,0.02,0.46,0.24,0.08,0.04,0.26,10.0,104.0,3.27,15,2.78,7.64,1270.7,111.76,0.005039031
2684,PU-2685,1,-1.004784647499107,9,14,2,4,0,20.58333333333333,-0.5567961882186763,0.1786171595944777,1.0,-0.5506481182502275,0.1273910078427621,-0.4384519028208025,121.51603744876068,24.998269302700766,2.0,0.7,0.57,358.0,0.81,662.0,0.34,432.0,2.08,35.0,0.02,0.13,0.02,0.32,0.03,0.06,22.0,67.0,5.38,70,5.22,5.53,1946.61,147.86,0.005073707
2685,PU-2686,4,-0.0176541555581662,4,13,10,4,0,10.25,0.1855072022542665,0.680678188912328,1.0,-0.1959024214727533,0.4618324262574021,0.163658905697121,120.69700014584734,24.10383594162665,0.0,3.88,0.3,170.0,0.06,126.0,0.59,731.0,1.96,77.0,0.21,0.84,0.04,0.19,0.1,0.21,5.0,22.0,8.22,6,6.76,8.25,1270.7,111.76,0.005039031
2686,PU-2687,1,-0.3905348699560356,13,13,10,4,0,12.25,0.3911918878497106,0.8181656707870624,2.0,0.0131542531034457,-0.2224074144786721,1.2013392352705636,121.44364565467204,25.04927727380198,2.0,1.67,0.48,529.0,0.48,629.0,1.69,498.0,2.04,427.0,0.05,0.59,0.06,0.08,0.12,0.05,15.0,98.0,4.66,66,4.52,4.41,1946.61,147.86,0.005073707
2687,PU-2688,12,-0.9295355648835908,18,22,10,4,0,6.416666666666667,-0.9061154307941788,-0.0778201661494089,1.0,-1.2776787727303789,0.2024696936093142,-0.0349095524311306,121.72114885885507,25.121910460216824,2.0,1.69,1.09,53.0,0.56,267.0,1.72,121.0,3.2,48.0,0.01,0.29,0.1,6.67,0.01,0.01,10.0,0.0,2.63,47,18.16,13.79,2723.18,196.12,0.004434616
2688,PU-2689,1,1.1093276336487237,5,5,2,4,1,8.166666666666666,0.1424168351602492,-0.8193256863726953,0.0,-0.2352243129018354,-0.7633152187513293,2.0062887913388514,121.45562738486548,25.01701951098104,1.0,0.76,0.36,80.0,0.93,425.0,0.65,741.0,1.06,1556.0,0.05,0.44,0.08,0.08,0.03,0.03,17.0,36.0,1.08,67,1.22,0.88,1946.61,147.86,0.005073707
2689,PU-2690,6,-0.9006472233620803,8,29,10,4,0,3.0,0.7468310509323353,0.4273304695027051,2.0,0.4895432111363541,0.3031433858871904,-0.4384519028208025,120.29072701042254,22.6606271312762,4.0,0.7,0.46,288.0,0.3,421.0,0.64,180.0,2.65,319.0,0.04,0.51,0.04,0.16,0.07,0.08,8.0,48.0,4.96,122,1.65,3.59,924.21,161.78,0.004997252
2690,PU-2691,1,-0.4407650145317076,5,7,2,4,2,32.75,-0.5326655826460264,-0.8193256863726953,0.0,-0.29265124786661,-0.5483171640562038,-0.4384519028208025,121.48286159484158,25.05929354484872,2.0,0.42,0.6,413.0,0.78,486.0,0.73,269.0,4.61,1556.0,0.07,0.54,0.36,0.05,0.09,0.07,15.0,21.0,5.56,60,5.18,3.65,1946.61,147.86,0.005073707
2691,PU-2692,6,-1.2566083101134076,8,18,2,4,0,7.833333333333333,-0.619420855061982,-0.8193256863726953,0.0,-0.7727177928677058,-0.9168852578192762,-0.4384519028208025,120.35615791881408,22.56981908482176,1.0,0.63,0.52,253.0,1.65,89.0,0.6,433.0,1.82,32.0,0.12,0.44,0.04,0.18,0.11,0.15,7.0,52.0,7.23,112,12.4,14.0,924.21,161.78,0.004997252
2692,PU-2693,5,-1.326594042651377,4,13,2,4,0,0.1666666666666666,-1.1531668687998795,-0.8193256863726953,0.0,-1.5376558822507127,-1.2274380034900132,-0.1715588139387442,121.2610583090188,25.07623535037092,2.0,1.26,0.53,97.0,2.22,125.0,4.49,429.0,7.28,216.0,0.12,0.31,0.29,0.51,0.3,0.12,8.0,28.0,10.1,86,10.98,8.5,1868.59,101.89,0.005368094
2693,PU-2694,1,-0.6382247599066928,10,19,10,4,0,8.416666666666666,-0.8337236140762294,0.8181656707870624,1.0,-1.0672076416279537,-0.7752595551232808,-0.4384519028208025,121.44116271434068,25.04503240859648,2.0,1.47,0.6,277.0,0.42,466.0,1.57,212.0,1.5,427.0,0.06,0.51,0.36,0.12,0.18,0.04,9.0,33.0,4.38,72,4.28,4.13,1946.61,147.86,0.005073707
2694,PU-2695,7,-0.0118620671166655,10,14,10,4,0,0.1666666666666666,-0.0885475324636854,1.08387181553374,1.0,-0.3195259218649036,-0.3930407912208353,-0.4384519028208025,120.16494864672356,22.992271313248228,1.0,4.9,0.33,288.0,0.69,310.0,1.37,270.0,4.38,99.0,0.13,0.26,1.0,0.35,0.04,0.16,8.0,31.0,2.07,37,3.46,14.46,845.48,156.53,0.00456428
2695,PU-2696,16,-0.0573575999787452,5,20,10,5,0,4.5,1.0042241770406006,0.4999362183579017,1.0,0.7820528207598857,0.2980243845849253,1.5109352183737514,120.88436267745055,24.68520529517629,1.0,0.43,0.35,92.0,0.84,292.0,0.99,434.0,5.71,164.0,0.1,0.22,0.52,6.49,0.45,0.1,4.0,0.0,14.84,98,2.03,10.65,293.98,157.36,0.005120673
2696,PU-2697,1,1.9138270879674004,6,7,10,4,2,19.33333333333333,0.5285065243226467,-0.8193256863726953,0.0,0.3042494062007514,0.2365963689577467,-0.4384519028208025,121.43199652496214,25.070717337285405,2.0,2.99,0.27,206.0,1.06,199.0,1.46,498.0,1.21,3550.0,0.05,0.19,0.68,0.2,0.02,0.05,9.0,208.0,7.31,62,7.17,7.07,1946.61,147.86,0.005073707
2697,PU-2698,0,-0.4180292648816668,5,12,2,4,0,42.833333333333336,-0.49244790669161,-0.8193256863726953,0.0,-0.0493647253557421,-0.1763364027582881,-0.4384519028208025,121.50260788902682,25.0283699640146,1.0,0.63,0.28,74.0,0.37,264.0,0.55,501.0,1.4,1201.0,0.04,0.37,0.12,0.14,0.06,0.03,18.0,229.0,6.32,29,2.68,2.61,9126.87,166.1,0.006299707
2698,PU-2699,1,0.9130695663736346,4,5,2,4,1,34.0,-0.3097447502129756,-0.8193256863726953,0.0,0.4408859066341805,-0.2940734327103806,-0.4384519028208025,121.4039704114792,25.01511039735214,2.0,1.1,0.24,152.0,1.43,683.0,1.43,325.0,3.42,37.0,0.12,0.17,0.59,0.14,0.22,0.12,4.0,40.0,6.14,69,6.4,6.03,1946.61,147.86,0.005073707
2699,PU-2700,0,-1.446473449897047,6,15,2,4,0,33.583333333333336,-1.6018812248055827,-0.8193256863726953,0.0,-1.8525139049886148,-0.6575225251711883,-0.3786678509112214,121.53694929891256,25.055036175517618,1.0,0.49,0.31,170.0,0.17,192.0,0.17,550.0,1.43,750.0,0.04,0.03,0.11,0.03,0.07,0.06,25.0,171.0,3.38,18,1.64,2.17,9126.87,166.1,0.006299707
2700,PU-2701,1,0.2632501170736285,11,15,2,4,0,15.083333333333334,0.9019563724707989,0.7131190554220969,1.0,1.0160039301976618,0.2400090364925899,-0.2569646023810025,121.37257826506624,24.94152155989999,2.0,2.25,0.27,87.0,0.44,528.0,0.84,220.0,0.31,212.0,0.08,0.46,0.3,0.19,0.27,0.08,10.0,138.0,12.16,58,12.57,12.23,1946.61,147.86,0.005073707
2701,PU-2702,0,0.4130032418827244,2,5,2,4,1,40.333333333333336,-0.3051484443896134,-0.8193256863726953,0.0,0.3232031236521792,0.4567134249551373,-0.4384519028208025,121.53940037136984,25.06705265690588,2.0,0.84,0.42,150.0,0.56,95.0,1.08,348.0,1.77,94.0,0.04,0.46,0.12,0.22,0.02,0.04,13.0,46.0,4.13,18,2.88,3.11,9126.87,166.1,0.006299707
2702,PU-2703,0,0.5110842083962731,2,4,2,4,1,44.5,-0.634933387215828,-0.8193256863726953,0.0,-0.3554531176310432,1.3149993099682176,-0.4384519028208025,121.61719580605752,25.052530584395026,1.0,0.27,0.84,207.0,0.25,223.0,1.01,530.0,2.23,644.0,0.07,0.72,0.2,0.05,0.05,0.07,7.0,186.0,5.56,23,5.32,1.05,9126.87,166.1,0.006299707
2703,PU-2704,1,1.442601037874006,5,5,2,4,1,40.41666666666666,0.0573851774280539,-0.8193256863726953,0.0,1.262119365760981,-1.6420771089734696,-0.4384519028208025,121.44326477533828,24.981855895182115,2.0,0.67,0.4,155.0,0.4,120.0,0.4,25.0,1.65,31.0,0.03,0.38,0.12,0.1,0.04,0.21,9.0,56.0,4.0,64,4.4,4.13,1946.61,147.86,0.005073707
2704,PU-2705,6,0.1170539594402262,5,5,2,4,1,39.41666666666666,-0.98252901510757,-0.8193256863726953,0.0,-0.430702204826265,-1.6420771089734696,-0.4384519028208025,120.32756171494884,22.597480632108333,2.0,1.17,0.24,72.0,0.14,312.0,0.54,310.0,2.99,458.0,0.11,0.56,0.41,0.19,0.05,0.21,10.0,25.0,3.02,120,8.45,10.25,924.21,161.78,0.004997252
2705,PU-2706,1,-0.9286222895276696,8,15,10,4,0,9.75,-0.4930224449195303,-0.8193256863726953,0.0,-0.7461260101746573,-0.5414918289865173,0.3558219296922029,121.45714810990556,25.045056305838475,2.0,0.66,0.08,182.0,1.0,403.0,1.0,212.0,2.71,427.0,0.08,0.27,0.24,0.14,0.06,0.07,19.0,110.0,3.75,66,3.52,3.51,1946.61,147.86,0.005073707
2706,PU-2707,10,-0.2388590601871055,7,10,2,4,2,27.25,-0.0535007005605511,-0.3605191457345368,1.0,0.1463960578739323,0.3628650677469475,-0.4384519028208025,120.43320004391096,23.47798945579668,1.0,0.83,0.69,114.0,1.32,213.0,1.88,559.0,3.36,397.0,0.23,0.23,0.32,20.14,0.29,0.42,3.0,0.0,2.11,41,2.87,11.44,4380.2,139.69,0.005458099
2707,PU-2708,6,-0.116960833733609,12,14,2,4,0,17.0,0.4802453131773468,0.1925203880986643,1.0,0.3857221021113675,0.045486987006524,-0.4384519028208025,120.29318356417076,22.65594205524193,2.0,1.04,0.41,288.0,0.47,421.0,1.15,180.0,2.13,319.0,0.08,0.9,0.56,0.11,0.05,0.08,11.0,44.0,4.39,122,1.87,3.93,924.21,161.78,0.004997252
2708,PU-2709,1,-0.1218636803811868,6,6,2,4,2,22.916666666666668,-0.632060696076227,0.3639935396502993,1.0,-0.562812444375771,-0.3674457847095109,-0.4384519028208025,121.46444748382966,25.0806676352654,2.0,1.04,0.67,204.0,0.73,575.0,1.16,452.0,4.66,3550.0,0.14,0.36,0.34,0.3,0.13,0.14,21.0,91.0,7.63,76,7.33,6.41,1946.61,147.86,0.005073707
